statistic,mean,mean,mean,mean,mean,standard_deviation,standard_deviation,standard_deviation,standard_deviation,standard_deviation
max_buses,1,2,4,8,16,1,2,4,8,16
date,,,,,,,,,,
1973-01-01,32793.56,44282.28,43673.78,40639.8,31852.58,58370.75075725611,86826.7044785985,120275.01316282597,160509.65909672523,215160.60038075686
1973-02-01,32695.58,44219.26,43758.46,41095.62,32053.86,58542.25137596725,87169.31489426254,120891.8134211472,161639.17466216194,216364.7331272472
1973-03-01,32542.44,44253.18,43727.92,41517.74,32775.34,58642.16847974271,87490.15070016948,121310.21149286011,162676.4306473298,217915.7656682976
1973-04-01,32466.66,44264.36,43891.64,41599.34,33284.62,58859.07559261133,87744.6755579261,121807.93607431363,163309.19569214937,219168.17308268938
1973-05-01,32313.88,44238.68,43871.96,41813.66,33564.32,59004.93855658981,88130.68351530642,122245.95818917778,164239.03268234705,220334.9543686389
1973-06-01,32280.18,44209.04,43940.14,42079.34,34110.3,59164.82375488438,88393.57466628488,122648.17832802933,165061.20013320105,221555.66314422092
1973-07-01,32228.88,44109.62,44097.3,42422.8,34757.34,59389.465885018326,88636.76906154116,123112.24098263061,166063.79131747744,223145.2311537891
1973-08-01,32076.44,44253.26,44292.7,43048.38,35430.14,59491.591202818454,89054.33712267804,123763.92778308193,167216.96287194654,224500.56471144015
1973-09-01,31929.96,44189.66,44301.96,43299.1,35766.72,59648.287456457314,89327.12749412369,124219.48023476145,168124.0115799183,225717.59297107242
1973-10-01,31797.16,44133.74,44281.04,43512.88,36114.22,59750.46155516717,89541.24349690392,124619.45851122534,168961.31945950087,227140.94715785384
1973-11-01,31756.36,44160.42,44361.84,43806.56,36659.94,60004.80497078579,89950.99069869738,125160.06059024368,169905.880050939,228484.80538998294
1973-12-01,31672.9,44170.12,44383.72,44189.92,37450.48,60174.44960644656,90261.45935380828,125603.08827495333,170782.62044253206,229912.1745740245
1974-01-01,31654.66,44160.08,44419.88,44517.4,37964.04,60369.93104444143,90577.42111041734,125964.90731421662,171777.91876461316,231107.0754811885
1974-02-01,31577.52,44238.48,44698.94,44934.5,38627.66,60576.65946457718,90922.81357804856,126679.954920539,172854.6620217785,232522.49637256825
1974-03-01,31414.84,44281.6,44964.56,45348.36,38835.7,60696.570435125264,91305.19950413446,127334.45915610573,173963.2787971868,233751.667588704
1974-04-01,31246.02,44175.5,44914.56,45582.98,39086.96,60827.06090941057,91486.16401429793,127660.30249065891,174743.22795035524,235033.70850338784
1974-05-01,31191.88,44163.88,44950.3,45928.96,39779.7,61049.50448164747,91844.43663611703,128172.95157082693,175717.5793649455,236485.97427860278
1974-06-01,31083.0,44190.42,45000.1,46311.08,40299.08,61187.76372038809,92239.57054037634,128626.14957948035,176843.07340677115,237839.5637175203
1974-07-01,30986.94,44212.68,45062.48,46467.86,41039.96,61331.57846856141,92514.87580713599,129129.19361429925,177725.79353060166,239446.1506518707
1974-08-01,30924.62,44212.9,45351.5,46835.54,41659.34,61571.87077431197,92930.0888522756,129765.40949906173,178735.2968575129,240817.60310129626
1974-09-01,30845.24,44197.36,45498.18,47376.74,42358.84,61666.33275798695,93190.31436572172,130246.13080777298,179985.312691921,242105.38196804345
1974-10-01,30749.04,44124.36,45605.16,47588.98,42752.88,61841.069347474775,93487.33599749523,130837.76073620212,180772.11140656445,243659.85678497623
1974-11-01,30653.06,44116.56,45632.68,48038.24,43162.14,62032.203216838134,93737.67148132721,131254.7916663041,181873.0851864765,244985.37030156786
1974-12-01,30537.82,44162.7,45597.72,48160.2,43842.66,62220.5723534214,94205.7617199431,131754.13803965723,182729.29721535166,246553.30205161628
1975-01-01,30426.18,44177.28,45707.9,48473.38,44407.96,62338.834809251144,94459.61964107375,132161.9151392545,183821.61187310968,247816.95166861548
1975-02-01,30345.58,44152.46,45788.62,48899.2,45132.52,62544.938959051105,94804.45015263402,132671.45750678668,184795.28157981543,249449.8666052093
1975-03-01,30235.94,44208.02,46066.96,49160.92,45760.66,62658.0095664797,95174.19146426799,133388.20160840653,185891.24649345767,250818.3196465335
1975-04-01,30133.38,44189.22,46106.52,49638.0,46286.4,62873.36385987898,95504.27499979424,133932.26030199605,187050.59580045746,252347.57300903657
1975-05-01,30019.22,44112.86,46014.36,49809.9,46888.9,63040.019405327614,95692.44368671489,134141.05108882478,187744.36059502477,253672.08048904955
1975-06-01,29809.96,44127.6,45909.98,50032.46,47523.86,63071.08635595883,96062.22375234136,134385.90773125988,188536.20565770517,255361.83802620714
1975-07-01,29579.36,43943.5,45800.14,50043.5,48042.14,62912.67156770662,96100.61995027155,134728.23957879213,189200.58795775776,256686.89699916833
1975-08-01,29544.62,43941.16,45538.26,49618.3,48431.92,63147.241762404716,96424.01374591207,134729.6392583537,189400.0468677883,257757.02881675694
1975-09-01,29369.12,43750.28,45663.98,49611.72,48719.3,63136.463063987074,96424.23160287934,135193.6477469339,189805.80135346286,258452.58705321554
1975-10-01,29265.12,43591.88,45721.18,49261.16,49311.78,63304.611412981365,96480.84310531203,135561.88952060053,189797.1732207467,259414.67009839037
1975-11-01,29077.32,43514.58,45775.18,49479.0,49304.66,63394.5425940738,96653.92568124436,135949.808322506,190630.2310797272,259140.4731857277
1975-12-01,28976.8,43467.86,45674.66,49563.36,49508.24,63497.032013877855,96910.98699511708,136206.96119907426,191297.66392908432,260125.40539591707
1976-01-01,28864.42,43325.24,45250.18,50046.16,49818.56,63667.22080397128,97154.24032981614,135912.57164730295,192296.3101228722,261118.7391666207
1976-02-01,28740.54,43208.58,45026.68,50158.18,50261.32,63827.940514598326,97257.07232100223,135971.3953338656,193054.54936815775,262203.50165250327
1976-03-01,28563.18,43140.24,45174.72,50091.02,50449.66,63819.392423731864,97495.58748268706,136638.28605901237,193478.90529687502,263111.0515689114
1976-04-01,28451.28,43196.3,45330.86,50589.42,50795.8,63988.58192599357,97869.53529358169,137209.96717514546,194487.7927125704,263737.51670460193
1976-05-01,28355.94,43326.98,45459.0,50970.26,51062.46,64153.72187253338,98336.89937450452,137816.7025984225,195321.5345443706,264446.1300744549
1976-06-01,28339.4,43269.32,45377.98,51336.68,51296.04,64371.21878001449,98577.76317915575,138233.3007214489,196415.26811443895,265042.4954269048
1976-07-01,28280.18,43214.86,45271.16,51747.34,51585.62,64541.03342604324,98862.26375300008,138564.3449754073,197178.30853488413,266051.78989820066
1976-08-01,28163.0,43226.16,45036.6,51858.12,52083.92,64695.845611505494,99171.70825995874,138447.5673815815,197784.0574899023,267430.6432064774
1976-09-01,28108.8,43349.76,44732.46,51980.94,52941.18,64922.40726955115,99662.35444362805,138606.67166544267,198300.08631883533,269288.8289555901
1976-10-01,27956.44,43328.24,44941.64,52209.12,53315.56,65046.7997547386,100027.99222433197,139194.4135447678,198448.36640116596,270257.11204975884
1976-11-01,27824.0,43351.66,45228.58,52627.42,53979.48,65175.770025433245,100384.87631226619,140114.6339859762,199163.70752203334,271776.3461082075
1976-12-01,27720.56,43451.62,45264.06,52879.8,54765.54,65367.64393363969,100777.780085973,140581.07937028617,200047.72357002975,273257.02136940975
1977-01-01,27660.06,43365.12,45357.14,53447.82,55542.58,65601.28029562303,101043.13535592973,141150.82142958045,201267.90034289204,275081.06701918226
1977-02-01,27516.2,43308.26,45383.38,54006.54,56197.3,65758.88935050718,101323.83589401834,141700.75996640502,202426.37215119545,276635.7559363938
1977-03-01,27415.82,43348.78,45493.36,54646.12,57222.38,65889.99292007668,101703.0049272701,142449.6133914654,203765.79101934753,278633.4474642846
1977-04-01,27335.74,43316.12,45396.32,55147.6,57626.58,66064.09134296663,102030.17887313176,142904.46829383777,204822.58728878872,280127.88260539726
1977-05-01,27270.4,43323.12,45614.62,55710.96,58489.4,66272.72865075294,102309.96556496184,143530.16734597247,206132.84934879112,282097.58192765247
1977-06-01,27130.24,43346.98,45858.58,56340.72,59442.6,66424.40728071488,102673.18268303997,144083.02707886088,207348.65407485695,283840.225485237
1977-07-01,27035.96,43426.28,46083.34,56711.06,59976.3,66549.37183191782,103100.45779269293,144890.24215036788,208410.6906248108,285369.4290440884
1977-08-01,26975.86,43502.46,46158.4,57347.12,60951.94,66815.11897095185,103454.90119700487,145475.80217875078,209884.89069843857,287329.79857153626
1977-09-01,26833.32,43466.14,46321.34,57927.42,61655.22,66983.98384702092,103730.4920933029,146168.01282876707,211174.32525731256,288989.6848573855
1977-10-01,26779.14,43463.36,46092.54,58569.36,62463.28,67188.10755435147,104075.2351357499,146562.48357656546,212398.2203685928,290795.7080940501
1977-11-01,26715.84,43461.7,46219.14,59197.34,63143.26,67381.41618636403,104403.13492835042,147153.73188122627,213837.41899144513,292481.25978241855
1977-12-01,26607.12,43463.5,46466.48,59619.78,63994.4,67537.32080574383,104679.72490376812,147916.94652926154,214973.41253083994,294285.5891073243
1978-01-01,26491.58,43550.1,46648.42,60371.54,64963.64,67735.50944398608,105113.21466822214,148515.01477588463,216330.8625439009,296118.78360327653
1978-02-01,26393.16,43586.28,46727.08,60902.2,65689.92,67916.38426301589,105485.74837641456,149155.7509853156,217650.35649089172,297991.51400592685
1978-03-01,26343.44,43539.3,46886.48,61388.92,66119.62,68156.12636339945,105782.66962460421,149638.76021438962,218657.93829024458,299406.8443806098
1978-04-01,26203.24,43500.3,47118.96,62092.04,67094.82,68323.69351799728,106087.10608725919,150502.51303522056,220020.85224192656,301495.64648575755
1978-05-01,26094.54,43579.62,47246.66,62603.34,67643.3,68468.74650590737,106388.20989512601,151016.9715765329,221082.7778640066,302914.24118981604
1978-06-01,26131.26,43603.58,47306.1,63153.76,68291.38,68730.85689338064,106814.10372939463,151618.96636005613,222343.33089658013,304424.0172132291
1978-07-01,25991.74,43578.32,47473.74,63691.32,68941.18,68878.1365334369,107077.34149353953,152190.3946801184,223563.07907489227,306278.97849074507
1978-08-01,25859.5,43554.86,47689.38,64264.32,69699.62,69061.27949524544,107381.06967454453,152944.3095829048,224762.89254147315,308027.59416847705
1978-09-01,25707.42,43535.76,47937.54,64702.24,70565.36,69188.19952354445,107722.5706324144,153636.9000630648,225851.98755158758,309702.9952321839
1978-10-01,25689.94,43591.4,47857.24,65223.48,71154.72,69417.8280851364,108054.8890623914,154096.73039063514,227015.13363194128,311342.1364725754
1978-11-01,25611.58,43625.82,47924.46,65965.08,71832.82,69598.01744393386,108427.8437302308,154678.7173560297,228430.12059519716,313187.61512411403
1978-12-01,25481.3,43583.14,48206.68,66288.08,72683.72,69771.06687552496,108725.0748160493,155385.5351719426,229397.79775279062,315022.29701183666
1979-01-01,25339.8,43627.26,48443.88,66965.28,73168.98,69878.22264628715,109093.35616778609,156102.5843446781,230667.5251744902,316424.5343335173
1979-02-01,25224.4,43621.4,48803.78,67320.06,73944.9,70080.1574047715,109386.97584171488,156862.13465805326,231828.40234125406,318123.13700035866
1979-03-01,25084.54,43647.82,48964.2,67878.74,74597.94,70220.51315305207,109802.79106349841,157433.66140838174,233054.1315157568,319560.58089848945
1979-04-01,24969.58,43614.12,49319.28,68496.92,75121.88,70387.85112216108,110100.90648918567,158169.72294201137,234404.70666121924,321140.19680790824
1979-05-01,24929.96,43605.72,49312.86,68873.94,75993.4,70580.10912835001,110449.93740078971,158585.5325749548,235384.0864680195,322953.54702937877
1979-06-01,24822.2,43549.66,49504.06,69448.16,76921.4,70749.91310097785,110702.73168054663,159442.62290502206,236585.81265996041,325048.270870902
1979-07-01,24750.86,43536.3,49597.58,69938.34,77862.44,70908.88434161009,111034.0052870824,159979.574018263,237753.6023795077,326820.0744697527
1979-08-01,24627.36,43492.82,49709.2,70461.08,78618.52,71062.80179797274,111345.44556573583,160622.27104607876,238842.79692870827,328565.66339148604
1979-09-01,24527.1,43563.74,49981.24,71122.16,79324.14,71271.91870468298,111763.87388210512,161279.4892694122,240133.70206848675,330251.85280878143
1979-10-01,24400.64,43563.18,50300.88,71614.38,80082.94,71410.36808211297,112059.08886954714,162134.18655075523,241278.43179113077,331862.21553846454
1979-11-01,24293.74,43570.14,50394.04,72286.2,80974.94,71611.27144373408,112393.28027084724,162718.1383771863,242695.67007094232,333843.06318770105
1979-12-01,24195.78,43531.6,50568.34,72795.42,81689.08,71773.69929679346,112757.86949196648,163395.86349129438,243790.71251743528,335423.83658783045
1980-01-01,24086.34,43517.72,50698.14,73342.84,82452.78,71983.76802279518,113009.52873821874,163958.75170982888,245096.20803995666,337235.03197913914
1980-02-01,23943.56,43587.06,50982.7,73881.74,83117.96,72098.9763430856,113424.12882167316,164743.14120636653,246334.60644961378,339168.955952331
1980-03-01,23859.88,43494.86,51320.08,74529.24,83879.72,72350.91885363238,113637.29483128255,165478.46063310982,247624.2757900636,340684.1038036431
1980-04-01,23737.7,43408.4,51436.88,74898.18,84677.38,72484.39806571465,113980.31983958762,165994.99819359442,248609.91784119906,342333.65076438076
1980-05-01,23705.18,43322.7,51661.08,75355.18,85638.38,72627.10794206364,114216.07617952448,166753.62104893627,249667.44936657607,344343.9313909735
1980-06-01,23599.7,43371.56,51899.56,75895.84,86391.9,72819.07409330417,114600.21171119812,167396.56100985137,250991.27895308333,346024.9424817819
1980-07-01,23471.5,43374.62,52067.06,76325.02,87225.86,72987.54346343306,115019.30675714175,168086.39683567616,251991.53246289762,347770.9062132837
1980-08-01,23342.72,43259.14,52063.0,77091.3,87970.02,73160.72435985564,115258.53174051801,168564.78633015443,253386.65261959887,349490.71197342774
1980-09-01,23195.1,43305.08,52553.8,77665.96,88742.68,73286.44301399037,115582.19732538785,169482.97389690438,254504.1594156683,351236.7223532393
1980-10-01,23136.92,43254.28,52699.86,78330.66,89713.16,73514.32303531338,115896.18920924934,170100.06958330533,256044.49051197155,353182.6541873638
1980-11-01,22977.34,43199.66,52874.42,78627.06,90528.9,73666.36394835729,116174.5869380605,170706.8412381703,256875.55591910926,354876.324456342
1980-12-01,22837.62,43235.98,53126.4,79061.88,91372.18,73844.762022494,116567.08347267733,171458.64013629573,258121.92966927355,356572.7282727966
1981-01-01,22697.06,43051.02,53236.08,79532.66,92119.34,73985.04211881518,116770.51523944434,172055.88060513887,259269.46899424063,358170.4230157054
1981-02-01,22687.48,43081.88,53541.84,80067.14,92821.3,74220.58421649864,117203.55002731665,172792.02106122512,260614.1471447005,359803.0719928327
1981-03-01,22522.7,43039.44,53642.98,80569.52,93380.66,74375.31778103951,117475.9372042059,173418.89254581212,261730.7840605468,361017.87288011383
1981-04-01,22455.2,43105.74,53842.34,80915.08,94364.0,74520.65440054666,117847.71333876581,174026.67941821745,262704.0093085939,363158.26897558995
1981-05-01,22349.04,42994.04,53923.26,81627.38,94918.34,74700.83605984061,118020.38953865347,174617.78295463565,264263.90461097856,364638.6652510479
1981-06-01,22240.36,43056.46,54114.72,82135.66,95948.74,74960.65370763464,118427.097046864,175259.65720727,265206.3019485182,366584.359374695
1981-07-01,22158.44,43048.42,54349.8,82736.16,97068.14,75140.69921158926,118808.16019062506,176021.1637750833,266511.5222224375,368726.41398905084
1981-08-01,22072.52,43002.44,54578.96,83288.98,98021.54,75310.63386557228,119083.44644916274,176743.82420985718,267767.3140689384,370608.10832970566
1981-09-01,21902.08,43114.44,54740.6,83819.96,98620.72,75499.527092137,119566.47610978862,177393.64544724036,268913.2412941105,372104.80128198245
1981-10-01,21813.34,43095.92,54862.16,84080.32,99129.66,75730.91745782887,119863.97205401171,177940.5411695968,269893.082265313,373407.55625377025
1981-11-01,21788.18,43054.38,55206.02,84765.98,99800.18,75970.33333914506,120160.3348287561,178727.92929517885,271256.7413652638,375024.5799688928
1981-12-01,21606.38,43028.66,55313.26,84993.86,100356.14,76088.28165667101,120468.84424098868,179338.3270694636,272386.3812628484,376553.4415493958
1982-01-01,21546.22,43035.48,55546.24,85531.76,101235.88,76289.4076303078,120882.13986075822,180055.11085906957,273337.537367529,378321.5431266641
1982-02-01,21430.48,43110.58,55672.8,86282.2,102302.98,76511.61527299802,121293.78265273018,180574.39569533305,274869.2163972101,380178.9085290589
1982-03-01,21389.72,43017.04,55914.68,86391.28,102898.48,76717.28259643471,121548.99734321638,181394.71626380447,275680.91280682024,381889.2836756961
1982-04-01,21290.86,43060.64,56159.54,87083.56,104095.24,76908.88120632473,121959.026971132,182038.3016779834,277039.27065745514,384025.3201824684
1982-05-01,21167.72,43075.7,56183.74,87281.74,104734.16,77089.5612354294,122311.7281653142,182613.1292294501,277979.0190844178,385679.7579351458
1982-06-01,21082.9,43092.38,56318.58,87714.64,105889.62,77313.09377294959,122685.83041379327,183254.59397511228,279009.49579998467,387828.8368941761
1982-07-01,20971.52,43103.02,56523.08,88163.52,106428.34,77482.64076559209,123027.28856946612,183923.43602415718,280219.5365891798,389296.63876716513
1982-08-01,20883.38,43124.54,56694.92,88651.48,107335.76,77701.34389531732,123406.0224735538,184579.02189088974,281425.76292342215,391208.8703631327
1982-09-01,20767.4,43156.24,56927.16,89130.16,108153.88,77883.6518839192,123795.81886391043,185256.60523522506,282564.10989831487,392952.2179442322
1982-10-01,20698.12,43135.98,57146.36,89575.48,108900.36,78110.65147587303,124128.2584611233,185957.02793088558,283700.1527973404,394630.22128956555
1982-11-01,20615.32,43185.08,57271.38,89841.84,109889.28,78274.7168718284,124533.88536374102,186636.40352397182,284758.21006238443,396733.48618915136
1982-12-01,20486.7,43223.02,57527.9,90378.3,110780.78,78461.70521232973,124920.35257543514,187307.4728532294,285912.91791820107,398538.2286214794
1983-01-01,20363.54,43207.88,57706.7,90703.42,111846.66,78663.2249288869,125247.31710640612,187967.5218849289,286994.27252829366,400736.50835403055
1983-02-01,20177.38,43257.7,57893.98,91112.42,112271.52,78782.81235346985,125592.16552116584,188571.97084137288,288105.81983107224,402093.3348649108
1983-03-01,20084.2,43171.38,57995.52,91593.1,113305.86,78997.0055596271,125905.10822009516,189125.92029448078,289377.8946697201,404094.8778710172
1983-04-01,20089.76,43222.18,58243.52,92120.78,114058.06,79212.28604781468,126379.39545164011,189801.86426604702,290480.2434474984,405827.42403498787
1983-05-01,19993.02,43200.64,58406.7,92656.38,114940.34,79416.25129541132,126629.93155273926,190530.3439403031,291703.17937293934,407551.74707166664
1983-06-01,19832.92,43209.4,58486.16,93078.64,115965.02,79571.36691760628,127035.87522974666,191048.776364738,292895.5687534702,409637.50241893134
1983-07-01,19700.78,43197.6,58740.96,93553.34,116704.96,79734.90956589357,127370.98757229943,191814.93574818413,294060.0911875132,411277.48394990165
1983-08-01,19620.56,43365.28,58877.34,94178.76,117696.7,79963.043509055,127881.19874353407,192452.11762384544,295340.533305757,413134.6018277301
1983-09-01,19437.98,43239.02,59130.72,94670.46,118475.96,80086.99561726354,128203.26704734104,193079.89665220486,296463.34768669197,414883.5528127488
1983-10-01,19313.18,43177.04,59362.86,95162.36,119531.5,80252.44636304025,128556.37108144826,193833.1903892886,297744.5222792459,416922.06679995346
1983-11-01,19268.18,43326.96,59468.32,95714.04,120337.86,80502.46035781028,129075.24907160288,194466.09237512492,299001.7742407232,418671.1745005059
1983-12-01,19091.54,43320.56,59729.2,95996.58,121097.46,80626.79106422812,129425.15770413888,195142.96391703837,300026.86477272434,420228.64572045696
1984-01-01,19002.82,43369.8,59951.7,96444.06,122160.9,80843.06827925121,129911.14586343628,195836.68407976363,301297.0751625826,422243.81221436075
1984-02-01,18887.68,43264.8,60120.08,97067.3,122866.0,81014.4449834543,130179.18626654729,196531.5332662763,302526.93880638335,423885.39135117497
1984-03-01,18683.12,43309.5,60308.58,97437.34,123682.26,81159.03307393151,130693.97712763498,197109.02293919597,303569.0741763901,425732.9755015705
1984-04-01,18653.56,43339.84,60444.72,98022.96,124551.18,81398.32550681036,131064.88380411486,197804.02046191978,304848.4421168322,427613.5239736113
1984-05-01,18573.08,43381.18,60613.8,98370.16,125472.04,81547.41275712692,131464.4935648902,198497.19013042343,305945.6632044432,429464.39999228466
1984-06-01,18441.5,43423.14,60802.16,98995.62,126132.34,81733.12276668423,131862.40408494617,199249.48696386055,307331.8296502313,431075.0675432443
1984-07-01,18343.2,43283.06,60895.3,99551.18,126898.06,81950.61568893744,132155.52535020307,199783.03026004924,308484.3480174358,432656.35896370583
1984-08-01,18174.06,43293.44,61149.24,99973.7,128017.82,82119.01101708968,132556.60795854699,200460.18213595942,309655.18713221606,434754.09300166636
1984-09-01,18031.9,43336.24,61273.3,100548.94,128974.82,82283.44874838788,132923.96092036058,201105.96624363412,310931.88734488696,436884.5563480778
1984-10-01,17940.62,43376.22,61472.58,101074.2,129904.12,82533.75790322504,133334.68111275625,201767.0109905098,312098.5857197127,438649.7913917969
1984-11-01,17774.38,43399.54,61620.7,101487.28,130666.1,82675.37242657613,133695.96254832402,202413.73940886423,313270.5030482175,440365.32318951515
1984-12-01,17670.6,43338.28,61809.32,102017.22,131594.92,82844.56887990884,134051.87584221995,203080.8960504927,314553.3564689612,442269.30805030954
1985-01-01,17575.5,43353.74,61916.8,102628.38,132542.2,83052.92017872873,134348.24743451973,203762.68675734385,315762.6474858951,444144.9878355821
1985-02-01,17431.26,43435.08,62085.76,103390.46,133443.94,83198.18111674738,134822.01752618232,204382.6569221407,317264.541970777,445892.80554454355
1985-03-01,17399.68,43382.4,62257.6,103635.02,134617.22,83455.79947014846,135164.8109330658,204974.36439701234,318142.1020214587,448218.0991379855
1985-04-01,17236.22,43409.92,62369.34,104206.44,135842.0,83580.00097725994,135515.33652145826,205628.59576128895,319201.57577306306,450038.9113413032
1985-05-01,17115.88,43424.42,62534.4,104993.2,136704.84,83763.46191694704,135878.55412832325,206286.88046098943,320602.65684552304,451804.63637195923
1985-06-01,16969.6,43467.06,62748.02,105688.08,137709.96,83922.87048139343,136280.78918121025,207097.38953217253,322014.21781380766,453744.31066639384
1985-07-01,16921.38,43384.74,62813.2,106039.02,138908.12,84131.97596121446,136583.97041168783,207680.27516166406,323025.7576019375,455933.42503634555
1985-08-01,16757.6,43315.94,62997.32,106447.62,139462.9,84288.85714116227,136903.67776255938,208390.9117781585,324214.8566519941,457413.67474758753
1985-09-01,16622.68,43386.98,63230.7,106928.04,140471.56,84472.54568139587,137294.218459882,209105.32209647715,325436.60869938013,459400.5065414903
1985-10-01,16485.58,43361.56,63511.48,107578.14,141699.66,84674.15201676822,137661.14096891566,209911.52068754286,326513.52825941,461444.68644339294
1985-11-01,16375.12,43371.66,63691.26,108320.0,142590.44,84886.39939033045,138019.8378974899,210661.17242399813,327973.5265566415,463443.39644462406
1985-12-01,16272.68,43394.22,63892.02,108747.48,143673.96,85035.07665938178,138353.14896341704,211419.86431757262,329077.8163352386,465671.081896056
1986-01-01,16166.86,43352.48,63905.46,109226.76,144531.52,85208.70176124702,138756.53120178758,211938.93699454077,330267.23088102276,467729.49905230914
1986-02-01,16023.72,43372.62,64248.92,109693.86,145506.56,85407.60067788258,139151.11909673258,212833.6140132772,331415.57344543067,469933.94990447635
1986-03-01,15971.22,43350.12,64387.5,110181.22,146638.06,85598.66660874753,139468.35941804442,213570.6843437821,332599.2026926206,471996.53706159664
1986-04-01,15816.12,43337.84,64463.18,110913.4,147617.36,85788.35192605921,139802.94313598724,214149.40713033287,333858.4990982906,474007.8989090734
1986-05-01,15612.3,43243.62,64766.8,111439.02,148409.82,85908.66220757904,140106.5445714461,214933.08165775213,335067.34772686206,475720.39698085265
1986-06-01,15534.18,43292.02,64927.16,111890.34,149568.88,86183.40132689741,140527.92029714384,215659.57390790037,336212.8488366886,478012.76686894003
1986-07-01,15444.56,43323.26,64979.64,112346.54,150514.62,86388.69655986628,140866.60535208767,216217.7162439408,337455.1425679562,480227.088227332
1986-08-01,15267.94,43230.46,65249.26,112962.02,151437.22,86537.9127030247,141175.6948378415,216955.77580111029,338763.6554294122,482221.2135699858
1986-09-01,15174.56,43364.84,65379.22,113449.64,152613.74,86752.14625379123,141690.41650457232,217675.55151349847,339859.6128174079,484504.79753791646
1986-10-01,15100.78,43321.04,65342.76,114184.54,153457.32,86884.18401604683,142032.25834496118,218088.5911719588,341129.5374709605,486223.5270561851
1986-11-01,14919.84,43239.08,65508.36,114726.9,154227.78,87087.16780525833,142349.3940306436,218760.54061814077,342515.21325886436,488048.10680456687
1986-12-01,14824.54,43267.52,65761.14,115206.44,155152.1,87328.06249418431,142690.30671684945,219491.875453471,343719.3856074659,490083.05734250136
1987-01-01,14707.6,43242.94,65852.92,115849.86,155918.02,87485.57413583997,143059.248658987,220120.64982880338,345035.2250284144,491907.16824767715
1987-02-01,14574.08,43241.74,65912.56,116356.24,156511.68,87667.08920680251,143482.15133154,220668.626444505,346286.30362323497,493406.4801598911
1987-03-01,14364.36,43296.76,66063.82,116960.5,157555.62,87795.73231754421,143834.45610479303,221386.41031027396,347643.75501790474,495545.6197068938
1987-04-01,14332.64,43280.88,66213.08,117494.88,158335.24,88076.43202813412,144256.4996183831,222108.26944880842,348831.0293221996,497450.27183791413
1987-05-01,14149.98,43180.9,66301.66,118035.66,159029.58,88225.85367818488,144570.68918447994,222721.3564438493,350096.8876509502,499042.1814664769
1987-06-01,14031.52,43201.92,66599.54,118416.72,159868.66,88448.63537882958,144883.11872225607,223424.13888535326,351144.1439216246,501127.67547172884
1987-07-01,13956.12,43204.02,66698.84,119196.74,160705.68,88660.93744299695,145312.58175444565,223952.91825432176,352690.3312852717,502865.31645436905
1987-08-01,13824.9,43148.88,66699.22,119811.5,161443.74,88854.93913396148,145669.9190702888,224546.6701407018,354022.42219507415,504644.8323761085
1987-09-01,13746.26,43149.4,66947.72,120279.42,162387.06,89047.72226534098,146075.31122845435,225428.8323856031,355313.5533218047,506766.3871452217
1987-10-01,13564.92,43200.62,66989.42,120439.72,163020.3,89188.79574591035,146466.00414136503,225911.75010773208,356202.3526362417,508494.93980374094
1987-11-01,13376.4,43101.16,67096.06,121235.98,164028.1,89356.3410604658,146740.03113174436,226546.18458463048,357699.92383894545,510552.58679252706
1987-12-01,13370.58,43076.78,67307.36,121715.04,164875.94,89665.6802422744,147088.25870402867,227320.5647045204,358850.6013016126,512402.20714270015
1988-01-01,13241.36,43114.02,67582.96,122294.4,165610.34,89833.74344747145,147560.95229035467,228015.35699847332,360090.57075260766,514277.82386556634
1988-02-01,13062.34,43096.5,67649.56,122649.52,166334.28,89957.68032658014,147937.83293657302,228513.0144233883,361226.0213283984,516053.58910754335
1988-03-01,12899.72,42957.92,67691.3,123223.02,167104.72,90164.26723464688,148150.29059747377,229163.633686094,362463.6058308441,517930.38472571207
1988-04-01,12800.46,43041.24,67840.12,123718.44,167926.96,90398.47098901302,148583.47411452333,229766.13481614878,363787.1741684073,519883.7936360261
1988-05-01,12756.7,43058.16,67915.74,124147.16,168530.62,90645.6343614281,148950.4137253518,230371.13424440453,364880.90769971756,521371.37399992225
1988-06-01,12594.3,42978.7,67991.42,124885.92,169476.32,90796.30679112539,149244.59189083963,231023.80278090527,366469.92258567776,523470.3586344067
1988-07-01,12456.54,43011.4,68111.78,125424.92,170174.3,90949.58040297909,149638.11049832928,231615.50331497364,367603.8175889264,525135.831823529
1988-08-01,12349.74,43000.22,68356.16,125857.02,170986.9,91144.16388243943,150009.25812058864,232366.89794219832,368935.39042037196,526994.9036136353
1988-09-01,12169.4,43001.62,68593.76,126360.68,171802.32,91309.84070555303,150413.84134513547,232999.37717343052,370139.9443325561,528821.3244003964
1988-10-01,12076.78,42967.04,68573.16,126983.4,172512.86,91534.28440804829,150748.61655600488,233627.01066865935,371431.14795677783,530590.1724962809
1988-11-01,11940.0,42887.48,68637.02,127547.42,173147.46,91749.00649209079,151016.9095543831,234104.02674247278,372791.5907055565,532293.4356771153
1988-12-01,11753.0,42942.74,68743.76,128156.72,173938.18,91918.96467108451,151477.16538331338,234759.88494330598,374065.412365382,534071.9654457528
1989-01-01,11580.52,42900.54,68875.0,128611.18,174760.6,92060.51159820959,151821.88992653764,235368.96617698882,375318.146216045,535897.2950057213
